Tweet ID,Tweets with Decoded emojis,Final Annotation
207,لا يشيخ واحنا من الموسم اللي راح نرفع هاشتاقات جعلهم يرفعونك يالقزم بس مسوي انك العنيد,تهكم
208,يشيخ الله لا يوفقك تحمل الخساره ياحمار تراك رئيس نادي كبير ياكلب ختفوو عليكك,تهكم
209,يشيخ الله لايوفقك لا انت ولا مدربك,ليست تهكم
210,الله لا يوفقىكم يشيخ,ليست تهكم
211,اللقم يالسبك في خرقك انت ومستشارينك يالله اللحين اقيله وتحسب بنقول برافو لا ختفو في خرقك برضو مالك شي عندنا انت الله يقهرك يشيخ ضيعت موسم,تهكم
212,هلاليه لكني مع عنفوان العميد الذي لا يشيخ :yellow_heart::black_heart:,ليست تهكم
213,وانت مسوي فيها الهادي واللعيب وانت فاشل كوره والمرمى فاضي مو قادر تحطها روح يشيخ الله لا يوفقك ولا يوفقك رئيسك الفاشل ولا مدربك,ليست تهكم
214,قناعاتك التبن وعنادك الوصخ على الجمهور بسبب انك تبي تمشي رايك عليهم وان المدرب ذا ينفع الله لا يوفقك لا انت ولا مدربك وانت اللي تتحمل كل هالخساره تفوو يشيخ,ليست تهكم
215,يشيخ خذلتونا لا من اداره ولا من اداره,ليست تهكم
216,يشيخ الله لا يسامحكم,ليست تهكم
217,الله لا يجعلك تذوق السعاده يشيخ,ليست تهكم
218,الله لا يسامحك يشيخ رفعت ضغطي الله يرفع ضغطك,ليست تهكم
219,رايي مطلوب ما انتظرك تطلبه لا يشيخ مدري من قايله ان رايه مهم ويحتاجه الجميع,تهكم
220,يشيخ والله لو انك قدامي لا امصك مصص :sob::sob::yellow_heart:,ليست تهكم
221,اقسم بربي انك كلىىب الله لا يوفقك يشيخ,ليست تهكم
222,اقسم بالله نادي بكايات الله لا يوفقكم يشيخ,تهكم
223,لا يشيخ :sob::sob: تلخبطت,ليست تهكم
224,لا يشيخ تسوقها,تهكم
225,لا يشيخ تمزح انت اي سعوديىه اي فضل قبل فتره سعوديين مفجريين نفسهم عندنا مسكين عايش باوهام مالكم فضل علينا يا عمري وبعدين شدخل صدام,ليست تهكم
226,لا يشيخ يكفي سوء,ليست تهكم
227,يشيخ بالله امسكو كوره يا عالم اش الفريق الخايس هذا,ليست تهكم
228,الحكم :joy::joy: لا تسوقها حقت الغنام ما قلنا شي يشيخ توكل,ليست تهكم
229,لا يشيخ معلومه مفيده,ليست تهكم
230,غلطه منك بالوسط تكلفك بهجمه خطيره الله لا يوفقكم يشيخ,ليست تهكم
231,كل ما واحد نزل اغنيه فوق النخل بطلعك واحد بقلك بتعرف انو بالاصل هي فوق النا خل لا يشيخ كلزق بس,تهكم
232,موري الله لا يوفقك يشيخ وش الدفاعع ذاا,ليست تهكم
233,قلبي لا يطاوعني انتخب حكومه لا ناقه لي فيها ولا جمل يكفيني اني مواطنه عراقيه واثبحه لاجئه في وطني زمان كانت امهاتنا تحكي لنا عن خيل الحكومه بعد ما يشيخ الفرس او الحصان تستغني عنه الحكومه فيضعون طلقه براسه وينهوا حياته للتخلص منه وهكذا نحن كبار السن في العراق مثل خيل الحكومه,ليست تهكم
234,لا يشيخ ليه تطلع بيريرا الحين العمق,ليست تهكم
235,بيريرا يعزف باسلوب سهل وومتع ماريقا مجهود وصناعه وتهديف قوميز اسد لا يشيخ الهلال يقدم مستويات متصاعده اداء الليله ممتع جدا الهلال الاتفاق,ليست تهكم
236,توه بالبدايه يشيخ لا تستعجل,تهكم
237,لا يشيخ ع الاقل مو عمل طفولي و % من حلقاته تدريب :joy::joy:,ليست تهكم
238,لا يشيخ نبي كلين شيت,ليست تهكم
239,يشيخ لا كذا والله حب كبير لك,ليست تهكم
240,لا يشيخ خلك,ليست تهكم
241,جمال الروح ذاك الجمال الذي لا يشيخ,ليست تهكم
242,يا الاصلع يشيخ الله ياخذ جدكك ياكلبب الله لا يبارك فيك يا القردد,ليست تهكم
243,صدااع وحتى مو صداع عادي لا صداع الاصابه حقتي ام الحاله والنفسيه يشيخ وفوقها تعب نوم,ليست تهكم
244,رحيم لا يسجل ولا يخلي اللاعب يسجل وغصب الا يبعص الله ياخذك يشيخ,ليست تهكم
245,لا مناولات ولا تغطيه ياريدفالد الله ياخذك يشيخ,ليست تهكم
246,يشيخ بلك لا تشغل اهلنا كانه ما في غيرك ب تويتر هذا و حنا نبعص ب نوحده كل,ليست تهكم
247,لا يشيخ الحب الا بالخذلان حقيقه عاريه,ليست تهكم
248,يشيخ لا تقلي اجل النصر اللي بيبعص اليوم:broken_heart:,ليست تهكم
249,لا يشيخ مو متوتر:sob:,ليست تهكم
250,من علامات الجمال تلك الطيبه التى لا ترى بالعين ولكنها تلمس القلب التى تمسح على نسبه كل قلب كسير هنشعر بالامان هذا هوا الجمال الذى لا يشيخ,ليست تهكم
251,لا يشيخ مدالله اساسي و فيتو و حمد دكه,ليست تهكم
252,قيل يجب ان تحب كاول يوم حب فالحب لا يشيخ,ليست تهكم
253,من علامات الجمال تلك الطيبه التي لا ترى بالعين ولكنها تلمس القلب التي تمسح على ندبه كل قلب كسير فنشعر بالامان هذا الجمال الذي لا يشيخ :cherry_blossom:,ليست تهكم
254,لا يشيخ اشوا علمتني ما كنت ادري الصراحه,تهكم
255,الحين ماهم قالو قروهي اساسي الاخير م بيلعب الله لا يوفقهم يشيخ,ليست تهكم
256,لا يشيخ وش هاالغرور والله وطلع لكم ريش قدكم سنوات ونتم شعره وقدكم في دوري ركاء,تهكم
257,الحسين ابدا خار ثم انهوى اسى لا نصير ولا صريخ خذل الله امه فيهم الغدر لا يشيخ خدروا في ضمائر في مداها البلا ينيخ محمد جعفر,ليست تهكم
258,كل مره كل مره بتنكد و بيلتعن كسم مزاجي و شعور زي الخرا صارله سنين و لا كانه في اشي يشيخ يلعن كسمها حياتي,ليست تهكم
259,لا يشيخ بس طلاب الجامعه,ليست تهكم
260,ابا تمام اين تكون اين حديثك العطر ابا تمام لماذا الشعر حين يشيخ لا يستل سكينا و ينتحر,ليست تهكم
261,العينان هما الشيء الوحيد الذي لا يشيخ في الوجه,ليست تهكم
262,يشيخ لا تفتح المواجع,ليست تهكم
263,يشيخ اقسم بالله لا اعطيكم راسي:weary::weary:,ليست تهكم
264,على الانسان ان يشيخ مع احدهم لا بسبب احدهم,ليست تهكم
265,لا يشيخ بالله نصراوي,ليست تهكم
266,لا يشيخ سبحان الله صدفه صدفه,ليست تهكم
267,اليوم السبت وبكره الاحد لا يشيخ قل والله,تهكم
268,سؤال يشيخ فايز مع كامل احترامي وتقديري لك هل يجوز لان على جدال معهم حجتهم يقولون لان كانت هذه حمله جهاديه لا يشيخ ماهو ردك يشيخ فايز انا اراك اثقف منهم,ليست تهكم
269,لا يشيخ الله لا يقول:sob::sob:,ليست تهكم
270,من علامات الجمال تلك الطيبه لا ترى بالعين ولكن تلمس القلب التي تمسح على ندبه كل القلب كسير فنشعر بالامان هذا هو الجمال الذي لا يشيخ :writing_hand::hearts::hearts:,ليست تهكم
271,دق علي واحد احسبه مندوب ايتين ايتي سكس طلع يسالني اذا ذا رقم ابو تركي ولا لا يشيخ كل زق انت وابو تركي مو وقتك,ليست تهكم
272,خضيري العارض لا تشغلنا ما نظفناك ورزيناك عشان تشغلنا يا عبد يا ميه وعشره انضبط واقصر حسك لنرجعك بالباخره اللي جان… — يشيخ كلرق امك بس,تهكم
273,يشيخ مىص لا نكذب على بعض كلنا عارفين قد ايش هي قورجس :weary:,ليست تهكم
274,لا يشيخ على كذا صارو الناس سعداء,تهكم
275,لا يشيخ انت وين ما اروح الاقيك قدامي انت بوت :moyai:,تهكم
276,ابد ي ختي يومين مريحه راسك اطلعي استانسي روحي صالون دلعي اظافيرك ودلعي نفسك وماتبخلييش على نفسك ركزي في اهتماماتك لا تاكلي بقلبك يشيخ قلبك … الله يهدي بالك,ليست تهكم
277,لا يشيخ بقي الرمايه علمنا,ليست تهكم
278,من علامات الجمال طيبه لا ترى بالعين وانما تلمس بالقلب تمسح على كل قلب كسير فيشعر بالامان ذاك هو الجمال الذي لا يشيخ :hearts:,ليست تهكم
